Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.010000000000000	0.009845364029346	0.007250998615350	88.523453339875942	90.891427985969116	
0.010000000000000	0.008792750786502	0.006883689375782	89.893300363259769	91.302536859270859	
0.010000000000000	0.008524592037720	0.007141460364876	90.142117713362950	91.328836753692741	
0.010000000000000	0.008361928152764	0.006701923248307	90.368817964724798	91.656012473305822	
0.010000000000000	0.008351447551517	0.006552361427679	90.397877373894275	91.769768953777003	
0.010000000000000	0.008307952357417	0.006513584811891	90.450344044709453	91.823249600036490	
0.010000000000000	0.008197927773883	0.006605773740708	90.587255023314867	91.835329933519830	
0.010000000000000	0.008189327981840	0.006555658158340	90.619954537955692	91.852695414377564	
0.010000000000000	0.008086977164133	0.006483926176634	90.731584445292214	91.920143947091518	
0.010000000000000	0.007996360312073	0.006333405625095	90.760275236013626	91.913726268412532	
0.010000000000000	0.008071071377588	0.006658742442443	90.734256927948181	91.759450333348980	
0.010000000000000	0.007919599114091	0.006746320635040	90.905418689967078	91.900513403951038	
0.010000000000000	0.007996123442908	0.006570577494699	90.802359158311532	91.949715598545112	
0.010000000000000	0.007923779074989	0.006667470397747	90.928779874273033	91.914103778626568	
0.010000000000000	0.007893363290770	0.006393778185196	90.999247405472914	91.980168107759965	
0.010000000000000	0.007862967349016	0.006328596902085	90.982367758994940	92.005712981004933	
0.010000000000000	0.007815332372381	0.006367689588581	91.084920440915695	92.017289967228990	
0.010000000000000	0.007850512695541	0.006371615290315	91.037552989794037	92.016157437374105	
0.010000000000000	0.007795524353030	0.006359251798333	91.052128771782918	92.100216428357612	
0.010000000000000	0.007789120873514	0.006462125164613	91.066289857790636	92.016409110648510	
0.010000000000000	0.007794557788959	0.006380285912530	91.146049641077610	92.019177519134402	
0.010000000000000	0.007803059392915	0.006466536703808	91.098006390403285	92.009362249853936	
0.001000000000000	0.007663893990086	0.006201486900585	91.286677521564243	92.233351779107679	
0.001000000000000	0.007664504366227	0.006299629063292	91.328669288760864	92.217118830764136	
0.001000000000000	0.007470872365671	0.006121539140623	91.490139461502594	92.229073326856621	
0.001000000000000	0.007487272235042	0.006121718233152	91.472906556164318	92.236749372368536	
0.001000000000000	0.007500041640346	0.006134842001410	91.446965043401377	92.238636924139570	
0.001000000000000	0.007441274422010	0.006275064432668	91.535832771150808	92.240146967395873	
0.001000000000000	0.007533580845472	0.006313782467072	91.430377220514259	92.240650313915950	
0.001000000000000	0.007541592817706	0.006208835861565	91.447364380087663	92.241027825262819	
0.001000000000000	0.007606512136796	0.006426215532623	91.410901887233621	92.214224584023299	
0.000100000000000	0.007457182199786	0.006204435912098	91.499032378016551	92.253737343300287	
0.000100000000000	0.007512144036228	0.006426934922426	91.520412239076592	92.215231278637845	
0.000100000000000	0.007388654840929	0.006413461482518	91.559792960327997	92.238259416008859	
0.000100000000000	0.007541558897306	0.006276627869414	91.399013947019739	92.256631590137133	
0.000100000000000	0.007452504759126	0.006140527631323	91.518876329581275	92.282302300523327	
0.000100000000000	0.007546656720784	0.006438545317544	91.472399706195148	92.215986300621211	
0.000010000000000	0.007436661143082	0.006367286263765	91.546031210561210	92.237378557661913	
0.000010000000000	0.007523685410359	0.006309435203995	91.511288936397278	92.251220607003916	
0.000010000000000	0.007544719559853	0.006373013342950	91.470418382644539	92.236371862759327	
0.000010000000000	0.007489979505368	0.006476125824630	91.455228237204352	92.222781487978196	
0.000010000000000	0.007577417184207	0.006164765967780	91.455443264274052	92.260532531492487	
0.000010000000000	0.007543476965334	0.006351324934248	91.427735456084775	92.251472280537556	
0.000001000000000	0.007553474609082	0.006125501345522	91.429133133531735	92.249836401944918	
0.000001000000000	0.007538538042901	0.006322108172524	91.425600541343243	92.241908682707376	
0.000001000000000	0.007471449992448	0.006281438629592	91.511765068280610	92.251094770189098	
0.000001000000000	0.007489083736296	0.006440108752158	91.543389446319253	92.200508371467294	
0.000001000000000	0.007449530275461	0.006255305200734	91.538750999325529	92.262923430974055	
0.000001000000000	0.007541096805293	0.006288292539299	91.463967562515691	92.255750732433384	
0.000000100000000	0.007543057935690	0.006189717297999	91.424448609391632	92.277898011745435	
0.000000100000000	0.007519189493992	0.006102430656922	91.449637526256524	92.256631589820316	
0.000000100000000	0.007521005865500	0.006400195552158	91.490477361899949	92.200256696714376	
0.000000100000000	0.007491836368557	0.006344078582798	91.527354550137517	92.241908683283398	
0.000000100000000	0.007473732006436	0.006350326805365	91.485408860239573	92.250339749780210	
0.000000100000000	0.007543303655103	0.006528001833947	91.430684401888385	92.201766739068276	
0.000000100000000	0.007508175302092	0.006223976433146	91.502457456465123	92.262294247255198	
0.000000100000000	0.007458646319823	0.006409790172089	91.521303066472314	92.223410671409070	
0.000000010000000	0.007450910878764	0.006332283322454	91.546568779061545	92.240524478320395	
0.000000010000000	0.007480520128522	0.006269265815066	91.486007864665524	92.253863179827064	
0.000000010000000	0.007467037286970	0.006233599455428	91.463076735412898	92.270599476389975	
0.000000010000000	0.007555502319058	0.006340104595237	91.411470173585400	92.245935460781524	
